passengerCount,WIFIAPTag,slice10min
13.7,E1-3A<E1-3-02>,2016-09-25-16-5
13.5,E1-3A<E1-3-02>,2016-09-25-17-0
14.7,E1-3A<E1-3-02>,2016-09-25-17-1
16.2,E1-3A<E1-3-02>,2016-09-25-17-2
16.6,E1-3A<E1-3-02>,2016-09-25-17-3
16.3,E1-3A<E1-3-02>,2016-09-25-17-4
17.3,E1-3A<E1-3-02>,2016-09-25-17-5
17.1,E1-3A<E1-3-02>,2016-09-25-18-0
16.6,E1-3A<E1-3-02>,2016-09-25-18-1
15.7,E1-3A<E1-3-02>,2016-09-25-18-2
16.1,E1-3A<E1-3-02>,2016-09-25-18-3
16.6,E1-3A<E1-3-02>,2016-09-25-18-4
16.7,E1-3A<E1-3-02>,2016-09-25-18-5
11.5,E1-3A<E1-3-03>,2016-09-25-15-0
11.8,E1-3A<E1-3-03>,2016-09-25-15-1
11.7,E1-3A<E1-3-03>,2016-09-25-15-2
11.7,E1-3A<E1-3-03>,2016-09-25-15-3
10.9,E1-3A<E1-3-03>,2016-09-25-15-4
11.0,E1-3A<E1-3-03>,2016-09-25-15-5
11.3,E1-3A<E1-3-03>,2016-09-25-16-0
10.3,E1-3A<E1-3-03>,2016-09-25-16-1
10.1,E1-3A<E1-3-03>,2016-09-25-16-2
10.4,E1-3A<E1-3-03>,2016-09-25-16-3
10.3,E1-3A<E1-3-03>,2016-09-25-16-4
9.4,E1-3A<E1-3-03>,2016-09-25-16-5
9.0,E1-3A<E1-3-03>,2016-09-25-17-0
9.9,E1-3A<E1-3-03>,2016-09-25-17-1
10.0,E1-3A<E1-3-03>,2016-09-25-17-2
10.2,E1-3A<E1-3-03>,2016-09-25-17-3
11.7,E1-3A<E1-3-03>,2016-09-25-17-4
12.6,E1-3A<E1-3-03>,2016-09-25-17-5
11.7,E1-3A<E1-3-03>,2016-09-25-18-0
10.4,E1-3A<E1-3-03>,2016-09-25-18-1
10.0,E1-3A<E1-3-03>,2016-09-25-18-2
9.2,E1-3A<E1-3-03>,2016-09-25-18-3
9.0,E1-3A<E1-3-03>,2016-09-25-18-4
9.5,E1-3A<E1-3-03>,2016-09-25-18-5
16.8,E1-3A<E1-3-04>,2016-09-25-15-0
17.6,E1-3A<E1-3-04>,2016-09-25-15-1
19.2,E1-3A<E1-3-04>,2016-09-25-15-2
19.0,E1-3A<E1-3-04>,2016-09-25-15-3
18.0,E1-3A<E1-3-04>,2016-09-25-15-4
16.9,E1-3A<E1-3-04>,2016-09-25-15-5
18.5,E1-3A<E1-3-04>,2016-09-25-16-0
17.2,E1-3A<E1-3-04>,2016-09-25-16-1
16.1,E1-3A<E1-3-04>,2016-09-25-16-2
14.0,E1-3A<E1-3-04>,2016-09-25-16-3
14.6,E1-3A<E1-3-04>,2016-09-25-16-4
13.2,E1-3A<E1-3-04>,2016-09-25-16-5
10.5,E1-3A<E1-3-04>,2016-09-25-17-0
10.7,E1-3A<E1-3-04>,2016-09-25-17-1
12.3,E1-3A<E1-3-04>,2016-09-25-17-2
13.7,E1-3A<E1-3-04>,2016-09-25-17-3
15.3,E1-3A<E1-3-04>,2016-09-25-17-4
14.2,E1-3A<E1-3-04>,2016-09-25-17-5
13.9,E1-3A<E1-3-04>,2016-09-25-18-0
13.0,E1-3A<E1-3-04>,2016-09-25-18-1
12.2,E1-3A<E1-3-04>,2016-09-25-18-2
12.1,E1-3A<E1-3-04>,2016-09-25-18-3
9.9,E1-3A<E1-3-04>,2016-09-25-18-4
9.8,E1-3A<E1-3-04>,2016-09-25-18-5
10.3,E1-3A<E1-3-05>,2016-09-25-15-0
10.2,E1-3A<E1-3-05>,2016-09-25-15-1
10.4,E1-3A<E1-3-05>,2016-09-25-15-2
10.2,E1-3A<E1-3-05>,2016-09-25-15-3
10.0,E1-3A<E1-3-05>,2016-09-25-15-4
9.3,E1-3A<E1-3-05>,2016-09-25-15-5
10.2,E1-3A<E1-3-05>,2016-09-25-16-0
8.3,E1-3A<E1-3-05>,2016-09-25-16-1
8.3,E1-3A<E1-3-05>,2016-09-25-16-2
8.1,E1-3A<E1-3-05>,2016-09-25-16-3
6.7,E1-3A<E1-3-05>,2016-09-25-16-4
5.8,E1-3A<E1-3-05>,2016-09-25-16-5
6.6,E1-3A<E1-3-05>,2016-09-25-17-0
7.6,E1-3A<E1-3-05>,2016-09-25-17-1
8.0,E1-3A<E1-3-05>,2016-09-25-17-2
8.0,E1-3A<E1-3-05>,2016-09-25-17-3
8.1,E1-3A<E1-3-05>,2016-09-25-17-4
7.8,E1-3A<E1-3-05>,2016-09-25-17-5
8.1,E1-3A<E1-3-05>,2016-09-25-18-0
7.1,E1-3A<E1-3-05>,2016-09-25-18-1
6.7,E1-3A<E1-3-05>,2016-09-25-18-2
6.7,E1-3A<E1-3-05>,2016-09-25-18-3
6.0,E1-3A<E1-3-05>,2016-09-25-18-4
6.5,E1-3A<E1-3-05>,2016-09-25-18-5
12.8,E1-3A<E1-3-06>,2016-09-25-15-0
12.7,E1-3A<E1-3-06>,2016-09-25-15-1
13.7,E1-3A<E1-3-06>,2016-09-25-15-2
13.3,E1-3A<E1-3-06>,2016-09-25-15-3
14.2,E1-3A<E1-3-06>,2016-09-25-15-4
13.5,E1-3A<E1-3-06>,2016-09-25-15-5
11.9,E1-3A<E1-3-06>,2016-09-25-16-0
11.7,E1-3A<E1-3-06>,2016-09-25-16-1
11.2,E1-3A<E1-3-06>,2016-09-25-16-2
10.6,E1-3A<E1-3-06>,2016-09-25-16-3
9.6,E1-3A<E1-3-06>,2016-09-25-16-4
9.5,E1-3A<E1-3-06>,2016-09-25-16-5
9.5,E1-3A<E1-3-06>,2016-09-25-17-0
10.4,E1-3A<E1-3-06>,2016-09-25-17-1
10.2,E1-3A<E1-3-06>,2016-09-25-17-2
8.9,E1-3A<E1-3-06>,2016-09-25-17-3
9.3,E1-3A<E1-3-06>,2016-09-25-17-4
11.1,E1-3A<E1-3-06>,2016-09-25-17-5
11.4,E1-3A<E1-3-06>,2016-09-25-18-0
10.8,E1-3A<E1-3-06>,2016-09-25-18-1
11.8,E1-3A<E1-3-06>,2016-09-25-18-2
12.5,E1-3A<E1-3-06>,2016-09-25-18-3
12.3,E1-3A<E1-3-06>,2016-09-25-18-4
11.1,E1-3A<E1-3-06>,2016-09-25-18-5
6.3,E1-3A<E1-3-07>,2016-09-25-15-0
6.0,E1-3A<E1-3-07>,2016-09-25-15-1
5.5,E1-3A<E1-3-07>,2016-09-25-15-2
7.0,E1-3A<E1-3-07>,2016-09-25-15-3
7.6,E1-3A<E1-3-07>,2016-09-25-15-4
6.8,E1-3A<E1-3-07>,2016-09-25-15-5
5.6,E1-3A<E1-3-07>,2016-09-25-16-0
5.9,E1-3A<E1-3-07>,2016-09-25-16-1
5.8,E1-3A<E1-3-07>,2016-09-25-16-2
5.1,E1-3A<E1-3-07>,2016-09-25-16-3
4.8,E1-3A<E1-3-07>,2016-09-25-16-4
3.7,E1-3A<E1-3-07>,2016-09-25-16-5
4.0,E1-3A<E1-3-07>,2016-09-25-17-0
4.5,E1-3A<E1-3-07>,2016-09-25-17-1
4.1,E1-3A<E1-3-07>,2016-09-25-17-2
3.4,E1-3A<E1-3-07>,2016-09-25-17-3
4.2,E1-3A<E1-3-07>,2016-09-25-17-4
3.4,E1-3A<E1-3-07>,2016-09-25-17-5
3.9,E1-3A<E1-3-07>,2016-09-25-18-0
3.8,E1-3A<E1-3-07>,2016-09-25-18-1
3.8,E1-3A<E1-3-07>,2016-09-25-18-2
4.5,E1-3A<E1-3-07>,2016-09-25-18-3
4.5,E1-3A<E1-3-07>,2016-09-25-18-4
4.3,E1-3A<E1-3-07>,2016-09-25-18-5
4.7,E1-3A<E1-3-08>,2016-09-25-15-0
5.0,E1-3A<E1-3-08>,2016-09-25-15-1
5.0,E1-3A<E1-3-08>,2016-09-25-15-2
5.7,E1-3A<E1-3-08>,2016-09-25-15-3
6.0,E1-3A<E1-3-08>,2016-09-25-15-4
6.2,E1-3A<E1-3-08>,2016-09-25-15-5
5.9,E1-3A<E1-3-08>,2016-09-25-16-0
5.8,E1-3A<E1-3-08>,2016-09-25-16-1
5.2,E1-3A<E1-3-08>,2016-09-25-16-2
5.5,E1-3A<E1-3-08>,2016-09-25-16-3
4.7,E1-3A<E1-3-08>,2016-09-25-16-4
3.9,E1-3A<E1-3-08>,2016-09-25-16-5
3.7,E1-3A<E1-3-08>,2016-09-25-17-0
3.7,E1-3A<E1-3-08>,2016-09-25-17-1
3.8,E1-3A<E1-3-08>,2016-09-25-17-2
3.9,E1-3A<E1-3-08>,2016-09-25-17-3
4.5,E1-3A<E1-3-08>,2016-09-25-17-4
4.4,E1-3A<E1-3-08>,2016-09-25-17-5
4.1,E1-3A<E1-3-08>,2016-09-25-18-0
4.4,E1-3A<E1-3-08>,2016-09-25-18-1
4.3,E1-3A<E1-3-08>,2016-09-25-18-2
4.4,E1-3A<E1-3-08>,2016-09-25-18-3
4.0,E1-3A<E1-3-08>,2016-09-25-18-4
3.7,E1-3A<E1-3-08>,2016-09-25-18-5
9.6,E1-3A<E1-3-09>,2016-09-25-15-0
8.9,E1-3A<E1-3-09>,2016-09-25-15-1
8.5,E1-3A<E1-3-09>,2016-09-25-15-2
8.0,E1-3A<E1-3-09>,2016-09-25-15-3
8.7,E1-3A<E1-3-09>,2016-09-25-15-4
8.0,E1-3A<E1-3-09>,2016-09-25-15-5
7.3,E1-3A<E1-3-09>,2016-09-25-16-0
7.5,E1-3A<E1-3-09>,2016-09-25-16-1
6.3,E1-3A<E1-3-09>,2016-09-25-16-2
6.1,E1-3A<E1-3-09>,2016-09-25-16-3
5.8,E1-3A<E1-3-09>,2016-09-25-16-4
5.9,E1-3A<E1-3-09>,2016-09-25-16-5
5.2,E1-3A<E1-3-09>,2016-09-25-17-0
5.0,E1-3A<E1-3-09>,2016-09-25-17-1
5.9,E1-3A<E1-3-09>,2016-09-25-17-2
6.1,E1-3A<E1-3-09>,2016-09-25-17-3
7.0,E1-3A<E1-3-09>,2016-09-25-17-4
7.3,E1-3A<E1-3-09>,2016-09-25-17-5
7.8,E1-3A<E1-3-09>,2016-09-25-18-0
7.6,E1-3A<E1-3-09>,2016-09-25-18-1
7.6,E1-3A<E1-3-09>,2016-09-25-18-2
6.5,E1-3A<E1-3-09>,2016-09-25-18-3
6.4,E1-3A<E1-3-09>,2016-09-25-18-4
6.8,E1-3A<E1-3-09>,2016-09-25-18-5
9.3,E1-3B<E1-3-24>,2016-09-25-15-0
9.9,E1-3B<E1-3-24>,2016-09-25-15-1
9.2,E1-3B<E1-3-24>,2016-09-25-15-2
8.3,E1-3B<E1-3-24>,2016-09-25-15-3
7.3,E1-3B<E1-3-24>,2016-09-25-15-4
6.5,E1-3B<E1-3-24>,2016-09-25-15-5
6.4,E1-3B<E1-3-24>,2016-09-25-16-0
7.4,E1-3B<E1-3-24>,2016-09-25-16-1
8.6,E1-3B<E1-3-24>,2016-09-25-16-2
8.4,E1-3B<E1-3-24>,2016-09-25-16-3
8.1,E1-3B<E1-3-24>,2016-09-25-16-4
8.7,E1-3B<E1-3-24>,2016-09-25-16-5
8.2,E1-3B<E1-3-24>,2016-09-25-17-0
7.9,E1-3B<E1-3-24>,2016-09-25-17-1
7.1,E1-3B<E1-3-24>,2016-09-25-17-2
6.0,E1-3B<E1-3-24>,2016-09-25-17-3
4.7,E1-3B<E1-3-24>,2016-09-25-17-4
4.5,E1-3B<E1-3-24>,2016-09-25-17-5
4.7,E1-3B<E1-3-24>,2016-09-25-18-0
4.3,E1-3B<E1-3-24>,2016-09-25-18-1
4.3,E1-3B<E1-3-24>,2016-09-25-18-2
4.9,E1-3B<E1-3-24>,2016-09-25-18-3
5.1,E1-3B<E1-3-24>,2016-09-25-18-4
5.1,E1-3B<E1-3-24>,2016-09-25-18-5
15.6,E1-3B<E1-3-25>,2016-09-25-15-0
15.9,E1-3B<E1-3-25>,2016-09-25-15-1
14.9,E1-3B<E1-3-25>,2016-09-25-15-2
14.6,E1-3B<E1-3-25>,2016-09-25-15-3
14.0,E1-3B<E1-3-25>,2016-09-25-15-4
12.7,E1-3B<E1-3-25>,2016-09-25-15-5
12.7,E1-3B<E1-3-25>,2016-09-25-16-0
12.5,E1-3B<E1-3-25>,2016-09-25-16-1
12.5,E1-3B<E1-3-25>,2016-09-25-16-2
12.5,E1-3B<E1-3-25>,2016-09-25-16-3
11.3,E1-3B<E1-3-25>,2016-09-25-16-4
11.3,E1-3B<E1-3-25>,2016-09-25-16-5
12.3,E1-3B<E1-3-25>,2016-09-25-17-0
10.4,E1-3B<E1-3-25>,2016-09-25-17-1
9.1,E1-3B<E1-3-25>,2016-09-25-17-2
9.1,E1-3B<E1-3-25>,2016-09-25-17-3
9.0,E1-3B<E1-3-25>,2016-09-25-17-4
7.6,E1-3B<E1-3-25>,2016-09-25-17-5
7.0,E1-3B<E1-3-25>,2016-09-25-18-0
7.0,E1-3B<E1-3-25>,2016-09-25-18-1
6.6,E1-3B<E1-3-25>,2016-09-25-18-2
7.7,E1-3B<E1-3-25>,2016-09-25-18-3
8.7,E1-3B<E1-3-25>,2016-09-25-18-4
9.0,E1-3B<E1-3-25>,2016-09-25-18-5
6.4,E1-3B<E1-3-26>,2016-09-25-15-0
7.3,E1-3B<E1-3-26>,2016-09-25-15-1
7.1,E1-3B<E1-3-26>,2016-09-25-15-2
8.2,E1-3B<E1-3-26>,2016-09-25-15-3
7.3,E1-3B<E1-3-26>,2016-09-25-15-4
6.3,E1-3B<E1-3-26>,2016-09-25-15-5
5.6,E1-3B<E1-3-26>,2016-09-25-16-0
6.0,E1-3B<E1-3-26>,2016-09-25-16-1
5.6,E1-3B<E1-3-26>,2016-09-25-16-2
5.6,E1-3B<E1-3-26>,2016-09-25-16-3
6.0,E1-3B<E1-3-26>,2016-09-25-16-4
5.4,E1-3B<E1-3-26>,2016-09-25-16-5
6.0,E1-3B<E1-3-26>,2016-09-25-17-0
5.8,E1-3B<E1-3-26>,2016-09-25-17-1
5.7,E1-3B<E1-3-26>,2016-09-25-17-2
6.3,E1-3B<E1-3-26>,2016-09-25-17-3
5.4,E1-3B<E1-3-26>,2016-09-25-17-4
4.9,E1-3B<E1-3-26>,2016-09-25-17-5
5.1,E1-3B<E1-3-26>,2016-09-25-18-0
4.5,E1-3B<E1-3-26>,2016-09-25-18-1
4.7,E1-3B<E1-3-26>,2016-09-25-18-2
4.5,E1-3B<E1-3-26>,2016-09-25-18-3
5.0,E1-3B<E1-3-26>,2016-09-25-18-4
5.1,E1-3B<E1-3-26>,2016-09-25-18-5
4.4,E1-3B<E1-3-27>,2016-09-25-15-0
5.0,E1-3B<E1-3-27>,2016-09-25-15-1
5.4,E1-3B<E1-3-27>,2016-09-25-15-2
5.8,E1-3B<E1-3-27>,2016-09-25-15-3
5.3,E1-3B<E1-3-27>,2016-09-25-15-4
4.6,E1-3B<E1-3-27>,2016-09-25-15-5
4.3,E1-3B<E1-3-27>,2016-09-25-16-0
4.9,E1-3B<E1-3-27>,2016-09-25-16-1
4.9,E1-3B<E1-3-27>,2016-09-25-16-2
5.5,E1-3B<E1-3-27>,2016-09-25-16-3
5.7,E1-3B<E1-3-27>,2016-09-25-16-4
5.8,E1-3B<E1-3-27>,2016-09-25-16-5
5.7,E1-3B<E1-3-27>,2016-09-25-17-0
4.3,E1-3B<E1-3-27>,2016-09-25-17-1
4.4,E1-3B<E1-3-27>,2016-09-25-17-2
4.6,E1-3B<E1-3-27>,2016-09-25-17-3
4.5,E1-3B<E1-3-27>,2016-09-25-17-4
3.5,E1-3B<E1-3-27>,2016-09-25-17-5
3.0,E1-3B<E1-3-27>,2016-09-25-18-0
3.6,E1-3B<E1-3-27>,2016-09-25-18-1
3.6,E1-3B<E1-3-27>,2016-09-25-18-2
4.1,E1-3B<E1-3-27>,2016-09-25-18-3
4.9,E1-3B<E1-3-27>,2016-09-25-18-4
5.4,E1-3B<E1-3-27>,2016-09-25-18-5
5.5,E1-3B<E1-3-28>,2016-09-25-15-0
5.1,E1-3B<E1-3-28>,2016-09-25-15-1
5.7,E1-3B<E1-3-28>,2016-09-25-15-2
5.3,E1-3B<E1-3-28>,2016-09-25-15-3
5.1,E1-3B<E1-3-28>,2016-09-25-15-4
3.4,E1-3B<E1-3-28>,2016-09-25-15-5
2.7,E1-3B<E1-3-28>,2016-09-25-16-0
2.9,E1-3B<E1-3-28>,2016-09-25-16-1
3.5,E1-3B<E1-3-28>,2016-09-25-16-2
3.2,E1-3B<E1-3-28>,2016-09-25-16-3
4.1,E1-3B<E1-3-28>,2016-09-25-16-4
3.6,E1-3B<E1-3-28>,2016-09-25-16-5
5.2,E1-3B<E1-3-28>,2016-09-25-17-0
4.3,E1-3B<E1-3-28>,2016-09-25-17-1
3.2,E1-3B<E1-3-28>,2016-09-25-17-2
3.4,E1-3B<E1-3-28>,2016-09-25-17-3
3.9,E1-3B<E1-3-28>,2016-09-25-17-4
3.9,E1-3B<E1-3-28>,2016-09-25-17-5
3.1,E1-3B<E1-3-28>,2016-09-25-18-0
2.4,E1-3B<E1-3-28>,2016-09-25-18-1
3.0,E1-3B<E1-3-28>,2016-09-25-18-2
3.0,E1-3B<E1-3-28>,2016-09-25-18-3
3.8,E1-3B<E1-3-28>,2016-09-25-18-4
4.2,E1-3B<E1-3-28>,2016-09-25-18-5
5.2,E1-3B<E1-3-29>,2016-09-25-15-0
5.1,E1-3B<E1-3-29>,2016-09-25-15-1
4.5,E1-3B<E1-3-29>,2016-09-25-15-2
4.9,E1-3B<E1-3-29>,2016-09-25-15-3
5.1,E1-3B<E1-3-29>,2016-09-25-15-4
4.5,E1-3B<E1-3-29>,2016-09-25-15-5
4.4,E1-3B<E1-3-29>,2016-09-25-16-0
4.9,E1-3B<E1-3-29>,2016-09-25-16-1
4.3,E1-3B<E1-3-29>,2016-09-25-16-2
4.3,E1-3B<E1-3-29>,2016-09-25-16-3
3.9,E1-3B<E1-3-29>,2016-09-25-16-4
3.5,E1-3B<E1-3-29>,2016-09-25-16-5
3.5,E1-3B<E1-3-29>,2016-09-25-17-0
3.2,E1-3B<E1-3-29>,2016-09-25-17-1
3.9,E1-3B<E1-3-29>,2016-09-25-17-2
4.8,E1-3B<E1-3-29>,2016-09-25-17-3
4.0,E1-3B<E1-3-29>,2016-09-25-17-4
3.7,E1-3B<E1-3-29>,2016-09-25-17-5
3.9,E1-3B<E1-3-29>,2016-09-25-18-0
3.6,E1-3B<E1-3-29>,2016-09-25-18-1
4.1,E1-3B<E1-3-29>,2016-09-25-18-2
4.3,E1-3B<E1-3-29>,2016-09-25-18-3
4.2,E1-3B<E1-3-29>,2016-09-25-18-4
4.6,E1-3B<E1-3-29>,2016-09-25-18-5
5.2,E1-3B<E1-3-30>,2016-09-25-15-0
5.5,E1-3B<E1-3-30>,2016-09-25-15-1
5.8,E1-3B<E1-3-30>,2016-09-25-15-2
5.8,E1-3B<E1-3-30>,2016-09-25-15-3
5.9,E1-3B<E1-3-30>,2016-09-25-15-4
5.8,E1-3B<E1-3-30>,2016-09-25-15-5
5.3,E1-3B<E1-3-30>,2016-09-25-16-0
5.0,E1-3B<E1-3-30>,2016-09-25-16-1
4.6,E1-3B<E1-3-30>,2016-09-25-16-2
4.5,E1-3B<E1-3-30>,2016-09-25-16-3
3.8,E1-3B<E1-3-30>,2016-09-25-16-4
3.9,E1-3B<E1-3-30>,2016-09-25-16-5
4.3,E1-3B<E1-3-30>,2016-09-25-17-0
4.3,E1-3B<E1-3-30>,2016-09-25-17-1
4.0,E1-3B<E1-3-30>,2016-09-25-17-2
4.0,E1-3B<E1-3-30>,2016-09-25-17-3
4.0,E1-3B<E1-3-30>,2016-09-25-17-4
4.3,E1-3B<E1-3-30>,2016-09-25-17-5
5.1,E1-3B<E1-3-30>,2016-09-25-18-0
4.7,E1-3B<E1-3-30>,2016-09-25-18-1
4.9,E1-3B<E1-3-30>,2016-09-25-18-2
4.9,E1-3B<E1-3-30>,2016-09-25-18-3
4.9,E1-3B<E1-3-30>,2016-09-25-18-4
4.7,E1-3B<E1-3-30>,2016-09-25-18-5
7.0,E1-3B<E1-3-31>,2016-09-25-15-0
6.5,E1-3B<E1-3-31>,2016-09-25-15-1
7.1,E1-3B<E1-3-31>,2016-09-25-15-2
7.1,E1-3B<E1-3-31>,2016-09-25-15-3
6.5,E1-3B<E1-3-31>,2016-09-25-15-4
7.1,E1-3B<E1-3-31>,2016-09-25-15-5
7.0,E1-3B<E1-3-31>,2016-09-25-16-0
6.7,E1-3B<E1-3-31>,2016-09-25-16-1
7.1,E1-3B<E1-3-31>,2016-09-25-16-2
6.2,E1-3B<E1-3-31>,2016-09-25-16-3
5.4,E1-3B<E1-3-31>,2016-09-25-16-4
5.7,E1-3B<E1-3-31>,2016-09-25-16-5
5.9,E1-3B<E1-3-31>,2016-09-25-17-0
7.1,E1-3B<E1-3-31>,2016-09-25-17-1
6.8,E1-3B<E1-3-31>,2016-09-25-17-2
6.5,E1-3B<E1-3-31>,2016-09-25-17-3
6.8,E1-3B<E1-3-31>,2016-09-25-17-4
6.5,E1-3B<E1-3-31>,2016-09-25-17-5
6.1,E1-3B<E1-3-31>,2016-09-25-18-0
6.2,E1-3B<E1-3-31>,2016-09-25-18-1
6.7,E1-3B<E1-3-31>,2016-09-25-18-2
7.0,E1-3B<E1-3-31>,2016-09-25-18-3
6.8,E1-3B<E1-3-31>,2016-09-25-18-4
6.2,E1-3B<E1-3-31>,2016-09-25-18-5
9.1,E1-3C<E1-3-11>,2016-09-25-15-0
8.9,E1-3C<E1-3-11>,2016-09-25-15-1
8.1,E1-3C<E1-3-11>,2016-09-25-15-2
8.2,E1-3C<E1-3-11>,2016-09-25-15-3
8.3,E1-3C<E1-3-11>,2016-09-25-15-4
7.8,E1-3C<E1-3-11>,2016-09-25-15-5
7.0,E1-3C<E1-3-11>,2016-09-25-16-0
6.9,E1-3C<E1-3-11>,2016-09-25-16-1
7.6,E1-3C<E1-3-11>,2016-09-25-16-2
8.3,E1-3C<E1-3-11>,2016-09-25-16-3
7.6,E1-3C<E1-3-11>,2016-09-25-16-4
6.4,E1-3C<E1-3-11>,2016-09-25-16-5
7.2,E1-3C<E1-3-11>,2016-09-25-17-0
7.4,E1-3C<E1-3-11>,2016-09-25-17-1
5.6,E1-3C<E1-3-11>,2016-09-25-17-2
5.0,E1-3C<E1-3-11>,2016-09-25-17-3
4.9,E1-3C<E1-3-11>,2016-09-25-17-4
4.1,E1-3C<E1-3-11>,2016-09-25-17-5
4.1,E1-3C<E1-3-11>,2016-09-25-18-0
4.5,E1-3C<E1-3-11>,2016-09-25-18-1
4.6,E1-3C<E1-3-11>,2016-09-25-18-2
4.9,E1-3C<E1-3-11>,2016-09-25-18-3
4.8,E1-3C<E1-3-11>,2016-09-25-18-4
4.4,E1-3C<E1-3-11>,2016-09-25-18-5
6.6,E1-3C<E1-3-12>,2016-09-25-15-0
6.6,E1-3C<E1-3-12>,2016-09-25-15-1
6.6,E1-3C<E1-3-12>,2016-09-25-15-2
7.0,E1-3C<E1-3-12>,2016-09-25-15-3
6.6,E1-3C<E1-3-12>,2016-09-25-15-4
6.1,E1-3C<E1-3-12>,2016-09-25-15-5
6.5,E1-3C<E1-3-12>,2016-09-25-16-0
6.5,E1-3C<E1-3-12>,2016-09-25-16-1
6.5,E1-3C<E1-3-12>,2016-09-25-16-2
6.0,E1-3C<E1-3-12>,2016-09-25-16-3
6.6,E1-3C<E1-3-12>,2016-09-25-16-4
6.7,E1-3C<E1-3-12>,2016-09-25-16-5
6.8,E1-3C<E1-3-12>,2016-09-25-17-0
6.1,E1-3C<E1-3-12>,2016-09-25-17-1
5.8,E1-3C<E1-3-12>,2016-09-25-17-2
5.6,E1-3C<E1-3-12>,2016-09-25-17-3
6.1,E1-3C<E1-3-12>,2016-09-25-17-4
5.8,E1-3C<E1-3-12>,2016-09-25-17-5
5.8,E1-3C<E1-3-12>,2016-09-25-18-0
6.0,E1-3C<E1-3-12>,2016-09-25-18-1
6.1,E1-3C<E1-3-12>,2016-09-25-18-2
6.0,E1-3C<E1-3-12>,2016-09-25-18-3
5.9,E1-3C<E1-3-12>,2016-09-25-18-4
6.4,E1-3C<E1-3-12>,2016-09-25-18-5
10.4,E1-3C<E1-3-13>,2016-09-25-15-0
9.4,E1-3C<E1-3-13>,2016-09-25-15-1
8.4,E1-3C<E1-3-13>,2016-09-25-15-2
8.2,E1-3C<E1-3-13>,2016-09-25-15-3
8.5,E1-3C<E1-3-13>,2016-09-25-15-4
7.3,E1-3C<E1-3-13>,2016-09-25-15-5
7.2,E1-3C<E1-3-13>,2016-09-25-16-0
7.3,E1-3C<E1-3-13>,2016-09-25-16-1
7.3,E1-3C<E1-3-13>,2016-09-25-16-2
7.1,E1-3C<E1-3-13>,2016-09-25-16-3
7.3,E1-3C<E1-3-13>,2016-09-25-16-4
7.8,E1-3C<E1-3-13>,2016-09-25-16-5
8.9,E1-3C<E1-3-13>,2016-09-25-17-0
8.3,E1-3C<E1-3-13>,2016-09-25-17-1
7.9,E1-3C<E1-3-13>,2016-09-25-17-2
7.9,E1-3C<E1-3-13>,2016-09-25-17-3
7.0,E1-3C<E1-3-13>,2016-09-25-17-4
7.4,E1-3C<E1-3-13>,2016-09-25-17-5
7.6,E1-3C<E1-3-13>,2016-09-25-18-0
7.5,E1-3C<E1-3-13>,2016-09-25-18-1
7.5,E1-3C<E1-3-13>,2016-09-25-18-2
7.2,E1-3C<E1-3-13>,2016-09-25-18-3
7.7,E1-3C<E1-3-13>,2016-09-25-18-4
8.2,E1-3C<E1-3-13>,2016-09-25-18-5
13.3,E1-3C<E1-3-14>,2016-09-25-15-0
13.8,E1-3C<E1-3-14>,2016-09-25-15-1
14.5,E1-3C<E1-3-14>,2016-09-25-15-2
14.7,E1-3C<E1-3-14>,2016-09-25-15-3
13.1,E1-3C<E1-3-14>,2016-09-25-15-4
10.1,E1-3C<E1-3-14>,2016-09-25-15-5
9.9,E1-3C<E1-3-14>,2016-09-25-16-0
10.6,E1-3C<E1-3-14>,2016-09-25-16-1
10.4,E1-3C<E1-3-14>,2016-09-25-16-2
12.5,E1-3C<E1-3-14>,2016-09-25-16-3
12.6,E1-3C<E1-3-14>,2016-09-25-16-4
11.6,E1-3C<E1-3-14>,2016-09-25-16-5
11.7,E1-3C<E1-3-14>,2016-09-25-17-0
12.4,E1-3C<E1-3-14>,2016-09-25-17-1
11.0,E1-3C<E1-3-14>,2016-09-25-17-2
11.0,E1-3C<E1-3-14>,2016-09-25-17-3
11.0,E1-3C<E1-3-14>,2016-09-25-17-4
10.5,E1-3C<E1-3-14>,2016-09-25-17-5
10.8,E1-3C<E1-3-14>,2016-09-25-18-0
10.1,E1-3C<E1-3-14>,2016-09-25-18-1
9.0,E1-3C<E1-3-14>,2016-09-25-18-2
8.2,E1-3C<E1-3-14>,2016-09-25-18-3
8.7,E1-3C<E1-3-14>,2016-09-25-18-4
9.7,E1-3C<E1-3-14>,2016-09-25-18-5
13.4,E1-3C<E1-3-15>,2016-09-25-15-0
13.2,E1-3C<E1-3-15>,2016-09-25-15-1
14.4,E1-3C<E1-3-15>,2016-09-25-15-2
13.4,E1-3C<E1-3-15>,2016-09-25-15-3
12.1,E1-3C<E1-3-15>,2016-09-25-15-4
10.7,E1-3C<E1-3-15>,2016-09-25-15-5
9.2,E1-3C<E1-3-15>,2016-09-25-16-0
9.2,E1-3C<E1-3-15>,2016-09-25-16-1
8.8,E1-3C<E1-3-15>,2016-09-25-16-2
8.8,E1-3C<E1-3-15>,2016-09-25-16-3
9.1,E1-3C<E1-3-15>,2016-09-25-16-4
9.6,E1-3C<E1-3-15>,2016-09-25-16-5
10.5,E1-3C<E1-3-15>,2016-09-25-17-0
